Column1,content,Judge_1,Judge_2,Judge_3
4562,"Okay, I clearly should have read closer what I was buying. With that said,  it never occurred to me I was buying a play and not a regular book. Not a very happy reader right now.",0,0,0
293,All around great experience!,1,1,1
107,Glad to see Rowling revisit her best characters.,1,1,1
1120,Great to see what's going on years later and that it's not all sunshine and rainbows,1,1,1
1644,Loved the book.  Good detail.,1,1,1
824,"While there were some things that struck me as odd about the story line, there was a lot to enjoy. The characters we know and love are all grown up (as are many of us), and the book reflects notable changes of personality and maturity. I'm looking forward to seeing the play and thought it was quite clear that I was purchasing a script and not a novel.",1,1,1
228,"It was nice to be back in the HP world, even for a bit. It's a play so don't expect it to read like a novel but I thought the story line deviated too far from the original which made it less appealing. As a HP fan it is worth the read (although I've read better plays).",1,1,1
2731,"Not a good read... and I'm not even a really big fan, so If you are a big fan of Potter, you will most likely like it less than I did.",0,0,0
1612,Trying not to spoil- This was a treat to read. I've grown up with Harry. I've read the books countless times. This stays true to the characters and is a wonderful addition to the story. I'm so glad I've gotten the chance to read it (as I know I won't be able to see the show.) It was heartbreaking at times but so good.,1,1,1
2680,I think everyone basically covered it here. It reads like poorly written fanfiction. :( SO disappointed.,0,0,0
4218,What's not to like?!,1,1,1
2815,Loved it took less than a week to read.  Hoping they do a movie as coming to London may not be an option at least not in the ear future but who knows.  I love London. 😀😀😀😀😀,1,1,1
253,"I read reviews that hated it due to the screen play format.  I did not find that distracting at all and enjoyed it.
Really good story line with fantastic references to other HP books and included familiar characters.
A good read, fun and kept me engaged.",0,0,1
3462,"I am big Harry Potter fan so I was looking forward to this. Not your classic Harry Potter book but a great book nevertheless. The story was engaging, thought provoking and it tied in rather well with the previous books. Of course I would have rather watched the play but still a great a read and a must have for any Harry Potter fan!",1,1,1
2386,"Loved it.... was a fast read... went down lots of rabbit holes, that were very interesting. Also, gave lite to lots of questions, left by the other books.
I would have preferred not to pay so much for the book, but loved it in spite of it. If you are a Harry Potter Fan, and left wanting for more...here you are, have at it and enjoy.",1,1,1
3769,"Good book. Maybe because it is about Albus, I don't feel as excited as I read Harry's stories. Harry Potter was the first English book I read. maybe this kind of uniqueness raises my level of satisfaction. But, overall it's a good book and worth reading",1,1,1
2074,"I'm returning it and pretending I never read it in the first place.

The problem isn't that it's a script instead of a novel. The problem isn't that we aren't seeing the visuals when we read it by itself.

The problem is the story. It didn't make any sense! It didn't add to the other books, it only tried to mess with things that didn't need to be messed with.

HEY SPOILERS ARE COMING. DON'T READ PAST THIS IF YOU DON'T WANT THINGS SPOILED.

Things that really bothered me:

- Time turners. Awful, just awful. We didn't need those back. They were weak in the 3rd book, so I was glad they were destroyed. It's like they focused on the joke people make where ""since they had time turners, why didn't they just get rid of Voldemort as a child"" or other similar stuff, and turned it into a big part of this story. Plus time travel is always super messy. Especially when they had three timelines going on by the end.

- Voldemort having a child. HA. This whole story had me rolling my eyes, but that was just the worst and most ridiculous part for me. He wouldn't want a child and he wouldn't have wanted to sleep with anyone. He didn't care for anyone but himself, that was already made quite clear.

- So many people were missing. Where was George, Teddy, Hugo (Ron and Hermione's son), Neville, Luna, Mr. and Mrs. Weasley, plus Lily, Rose, and James are barley in it. I'm sure there are more that are missing.

- None of them felt like the characters that we know and love. Ron is more of an idiot. I don't like him all that much in the other books, but I can tolerate him. What little roles he has in this is dumb. Especially that he was drunk at their wedding? There's no way. Hermione seemed dumbed down and simplified. If she had something as important as the last surviving time turner, she would've hidden it better, not to mention it probably wouldn't be in her office. And Harry. Everything about him seemed wrong. I know that he's going to be different than we last saw him, but this Harry seems like a different person. I hate what he said to Albus. I don't believe he ever would actually say that to his son. Oh and you know who else was different? The woman who pushes the trolley with treats on the Hogwarts Express. That whole scene was ridiculous.

- They brought back Cedric just to drag him through the mud! What was the point? Also, he wouldn't have become a death eater just from the events they made up.

- Why make Harry watch his parents die? That's just cruel!

- Also, it's very jumpy. It's annoying how fast they breeze through the first 3 years for Albus at school. That would've been the most interesting thing to read about in my opinion.

Overall, I hated it. I will continue reading better fanfiction created by teenagers.",0,0,0
2780,"It took a few moments to get used to the dialogue as opposed to the prose of the previous Harry Potter offerings.  With a bit of imagination one can really ""see"" the stage action.  Just hope that the production either comes to the US either on stage or on some sort of media, such as PBS.  Londoners shouldn't have all of the joy!",1,1,1
844,Yes I wish I was a 500 page standard novel. Absolutely! Selfishly! The journey just isn't long enough. But short does not mean that I was not satisfied. All my great memories came flooding back and I was instantly transported to that world. Oh yea and the story was pretty good as well.,1,1,1
709,I am so disappointed. Guess I should have read the description. I had no idea it was written as a play. This format makes impossible to get lost in the story.,0,0,0
4316,"I'm surprised at all the negative reviews.  There were one or two plot problems that could have been explained in more detail, but overall I enjoyed this book/screenplay a lot.  It was a quick read and I felt it had a JK Rowling feel to it and would recommend it to any Harry Potter fan.",1,1,1
1352,"I have loved the Harry Potter series and was looking forward to a new episode.  This book was very disappointing and I feel that J K Rowling  decided to write this just to get the fans off her back to continue the series.

I am very disappointed and would definitely NOT recommend this book to anyone",0,0,0
4283,"Preachy and  totally annoying. The only person  even remotely like themselves was Professor McGonagall.  I have regerts, would not recommend.",0,0,0
284,"As a 14-year Harry Potter fan, the whole Harry Potter story is part of my life. I think of the magic world for 14 years and want badly to be a witch living in that world. I cannot imagine how much joy and happiness I would lose without reading the books. Like every HP fan, I appreciate all of Rowling's works...

But, except for this one. I can hardly believe it is a Rowling's book at all. The plot is problematic and vulnerable. You can easily tell it's not Rowling's way of telling stories. I kinda like the first scene, but the followings are just absurd!

For those who haven't bought the book, you can definitely buy and read it but don't expect this is the real eighth Harry Potter book.

For me, the Harry Potter series ends up with the Deathly Hallows already.",1,1,0
506,"I loved the Harry Potter series but this book is a joke. A sad joke in which I wasted good money buying it.

Don't like the play formatting, though I can deal with it since theatre is in my blood. The book itself was just a waste of my time to read along with the waste of money to buy. It didn't take long to become disgruntled with the book but I pushed through hoping I would like it the more I read it as there was 1 Harry Potter that I wasn't thrilled with when I first started reading it.

This one never did recover. Makes me wonder is JK Rowling really wrote this or just put her name on it.

Don't waste your money or if you have to buy it - get it used at a discounted price.",0,0,0
4025,This was honestly the worst book I've ever read,0,0,0
4097,"I am another Harry Potter fan.  The books are terrific.  The movies - not as great, but definitely fun and I go through the series maybe once a year.  Of course, this is a screenplay, and that's easy to get used to.  It's the story that really doesn't jive here.  The story has to fit inside the confines of a theater production, within that timeline, and has to be easy enough for the audience to follow.  The problem is that the nuance and complexity we appreciate in the Potter universe isn't here.  The characters are thin, the story has holes, and the peril never really escalates.  It does feel more like fanfiction.  Perhaps onstage with good actors, the characters and humor might work better, but the story still doesn't deserve to be Potter canon.",0,0,0
3928,Too bad it was in the form of a play and not like the previous books.  Nevertheless worth reading.,1,1,1
1464,"Honestly, as big of a Harry Potter fan as I am, I was not impressed by this story.  It reads like bad fan-fiction. I'm not sure what extent Rowling was or wasn't involved with this production, but it really doesn't work.",0,0,0
4068,"Ok I admit, I threw it against my bed in frustration and had to leave it on the shelf to come back to later. (It was that bad at first) But after the fourth time in reading it, it started to become more interesting(and bareable).I finally finished reading it all the way through.
  **SPOILERS AHEAD!!!**
When they started using timeturners and started talking about bringing back Cedric Diggory I was so dissapointed! (I thought they could do better than that! This is JKR we're talking about here! Cedric Diggory is one of the lamest characters. Sorry Hufflepuff but it is true.) They do have the kids being the heros if you like that but the parents swoop in at the end and help. The whole thing about Voldemort having a child I thought was crazy but once you get over that fact the person they pick is really cool. I thought that Albus Potter and Scorpius Malfoy(Draco's son) were gay, they hugged all the time but they covered it up with Scorpius liking Rose(Hermione and Ron's daughter) and Albus liking Voldemort's child.(I can't say the name that would be too much of a spoiler alert.) I didn't think it was hard reading it as a play script. It had none of the luster as the past 7. Harry was such a brat and they didn't even explain why Ron owned the Weasly's joke shop instead of George. Scorpius is such a nerd he and Rose would go well together.",0,0,0
4692,Product was as promised.,1,1,1
904,Love it...it's Harry Potter.....no bad here!!!,1,1,1
4224,An interesting turn around of characters.,1,1,1
1969,Love the world that JK Rowling created. I wish she would keep writing more tales of Harry Potter.,1,1,1
1271,"This was, for me, the disappointment of the year. Reads like a bad fan fiction: full of plot holes, characters don't feel right at all, dialogue is absolutely terrible. Save yourself a headache and skip this one.",0,0,0
4299,If you have an imagination and you Love Harry Potter you should enjoy this script. I've seen a lot of negative reviews from folks who seem to have never read a script or acted in a play. I loved this aspect and enjoyed the story. I hope the family and I are able to see the play live at some point. Thanks JK!,1,1,1
4320,it reads like a play :/,0,0,0
488,My daughter loves it!,1,1,1
1980,Great gift,1,1,1
3602,"Overall, it appears to be a wonderfully technical production. I'm sure it's something to behold in person.

It came across to me, however, that some of the dialogue points were laid on thick (Dumbledore's painting is highly emotional, which doesn't fit into D's character at all).

It was also disappointing to see Hermoine, Ron and Ginny diluted to caricatures of their more nuanced characters.

It seems the playwright ignored the less is more approach in favor of over explaining certain emotional motifs in some misguided attempt at tapping the HP nostalgia cash cow.

I will say, Harry is well-rounded and makes for a somewhat-touching emotional arc in this play.",1,1,1
3592,"This is a mediocre piece at best, and it often had me thinking that I was reading through a bad fan fiction with how ludicrous the plot lines were",0,0,0
4189,Can't wait to give it to my daughter 😀,1,1,1
4910,"Good book, definitely not like the originals.",1,1,1
4132,Never a disappointment with Harry Potter.  Fans should love this!,1,1,1
1194,"Reads like bad fan fiction. I'm surprised that J.K. Rowling would endorse this. It lacks the magic and imagination of the original stories. I will say that I found the relationship between Scorpius and Albus endearing. However, that was not enough to make up for the terribly thin plot or the destruction of the original characters.",0,0,0
3051,So bad it's insane. Just horrible and disappointing. Going to try to pretend this never happened and remember the greatness of the real books. **Best use of this crap is as fire starter**,0,0,0
512,I liked the book but it's not written by J K Rowling like they said.,0,0,0
3542,Poorly written.,0,0,0
4152,"Reading a play rather than a novel was a bit difficult, but overall it was an excellent story. A lot of other reviews complain about the quality of writing and the plot. You're certainly not getting the next Harry Potter book because it's not a book! You will however learn more about our beloved characters and their children.",1,1,1
3408,"If I only could unread this book and block it from my mind.  It really ruins the HP franchise and adds zero value for devoted fans.  Absolutely awful.  I haven't decided whether to donate my copy or burn it, but I am banishing it from my house and pretending it doesn't exist.",0,0,0
1653,"A few spoilers ahead!!

Over the last few months I have actually read this a few times. Each time I read something new, if that makes any sense. I thought I knew all there was to know about this fantastic world that Jo created and then this ""book"" comes along and blows everything out of the water. I can't imagine a world where Ron and Hermione aren't together or where Cedric is a death eater (wtf to that!). Now that I see what a Time Turner can do, I'm not so sure that I want one anymore. Granted Malfoy had his made, but the consequences are far too great, especially toward the end. Talk about bravery. WHEW!

Another home run hit by J.K. Rowling and her team. One can only hop that this is made into a movie for us fans that couldn't see the play!",0,0,0
3933,"No this isn't like all the other books in the series (this is written in a script-form), but it takes a look at Harry and his family in the future and gives us a good perspective into his life and current struggles. It's a good finale to end the Harry Potter series and help us fans envision Harry and friends in a life after Hogwarts and the death of Voldemort (or so we thought). ;)",1,1,1
3448,Just awful,0,0,0
3059,Great package. I pre ordered it. I was a little disappointed that it didn't come out on the order date. It came a little late. Great item. I must have her all Harry Potter fans.,1,1,1
4233,great little book. I only wish there was more of it. I adore the return of the original characters and meeting the new ones,1,1,1
4223,"Excellent story, but prefer novels over screen plays. I feel the strychnine flows better as a novel. Besides that the story is excellent and suppress the early novels nicely.",1,1,1
1179,I was hoping more from a Harry Potter book. Didn't expect dollar store coloring book quality pages.,0,0,0
565,"I laughed, I cried, I wished I could go back in time and tell those twelve year old kids on ff.net that someday they'd be vindicated.

I'm a huge fan. I've been here since the beginning in 1998, I taught my son to read using these books. This story was so disappointingly hilarious.",0,0,0
2592,Awful book. I will pretend it never existed. It feels lime J K Rowling didn't really contribute all that much. Which is bad whether or not if she really did.,0,0,0
3438,"In the spirit of the fiasco surrounding Harper Lee's ""Go Set a Watchman,"" during which the publisher erroneously advertised the book as a lost ""sequel"" to ""To Kill A Mockingbird"" - it was not -  we have a publisher pulling another massive marketing bamboozle by letting the idea float out there in the press that this is an ""eighth Harry Potter book"" worthy of hype - which it is not. As should be clear to everyone by now, this is: 1.) Not a novel. It is the script for a play that will be performed in London in the autumn. 2.) Not written by J.K. Rowling. She may have outlined some of the story, but a couple of playwrights actually wrote this. The eighth Harry Potter book? Give me a break.",0,0,0
3623,the lives of the Harry Potter characters after Hogwarts starting a new generation and how their children almost undue it all,1,1,1
1602,"Saw the show in NYC and wanted to relive the experience!  The theatrical production is such an overwhelming visual experience it's impossible to not to miss a few lines.  Having seen the play the reading of it was great fun.  (Conversely, I don't think reading the script without seeing the play first does either full justice.)",1,1,1
3718,"Excellent read! Couldn't put it down!  Nicely done.  Excellent real world applications regarding family, friendship, fatherhood, love and the ties that bind.",1,1,1
309,loved it,1,1,1
2124,"Every one is in such a tissy about this play, saying its fan fiction. Idiotic this is a play and it's written as such. The emotions are to be read between the lines. I understand this as a theatre major and I honestly think this was a brilliant idea for JK Rowling now the Story of Harry can be told through generations and travel around the world in productions. I'm happy she didn't make this into a Summer blockbuster that would soon be forgotten. Jo is brilliant. This story took me back to place of magic and I loved reading it as an adult with my own child. The last time I read the last book I was 17 like Harry. I understand it completely full circle. Awesome Job JK!",1,1,1
618,You could easily see that this play was not written by Rowling! The magic was not there!,0,0,0
2116,Loved it!  Nice continuation of the original stories.  Wish it was drug out into more books.  Definitely miss this series.  Enjoy :),1,1,1
4469,This was a believable continuation of the Harry Potter story. Harry as a parent was particularly sympathetic. And Scorpius Malfoy is such a nifty kid!,1,1,1
3964,Dissapointed that JK Rowling let her name be used on something that was so obviously not written by her.,0,0,0
3125,"Of all the fanfic in the world, why this one? It just kept getting worse. The plot holes, character issues, not to mention the offensive presumptions that someone must be just like their parents (ie the Voldemort thing and some of that dialogue). At least this saved me a couple hundred dollars by not buying tickets for the Broadway show. It's truly awful and I began reading on vacation not knowing anything about it and looking forward to a good story.",0,0,0
4983,Anyone who loves Harry Potter will love this story. This playscript is very easy to read and fall in love with!,1,1,1
3885,"If you are looking for Harry Potter 8, this is not it. It is somewhat of a continuation of the series, but the feel of it is a bit different. I would have suggested that they take off the Harry Potter in the title of the book and called it something else to stir people away from their expectations. All in all, i really enjoyed it. I was a little hesitant to read it at first because of all the negative reviews, but i felt like the writers did a great job with this story. The set up and the pace is a little bit different from the original books because it's written as a play. However, after reading the book for 5 minutes, i was hooked. I read it in one sitting (it's not a long read). It wasn't a perfect book (it had its up and downs), but i thoroughly enjoyed it and was really entertained. Please note though that is not much of a story about Harry, Ron, etc.. It is a story about their kids. With that being said, it did also did a good job of revisiting old memories I had of Harry and his friends.

I am a huge Harry Potter fan and i think this was a great little spin off to the original story line.",0,0,0
1700,Harry Potter fans will appreciate seeing the characters come back to life once again! Couldn't put the book down! I want more!,1,1,1
3364,It was fun to read Harry Potters mishaps again.,1,1,1
4870,👍,1,1,1
3396,Super disappointing. Its kinda sad how bad it was. I mean I wouldn't even go see the play of this.,0,0,0
1829,great read,1,1,1
1401,Oh my Dumbledore! This was such a good book/play. I was kind of annoyed at the time jumps in start but as the story progressed I see how it was necessary.  Loved loved loved reuniting with characters I grew up with as well as meeting new characters. Can't wait to read this again and again and again!,1,1,1
16,"None of the characters are in character. This is not Harry Potter, this is only a badly written fanfiction. It is hopefully better on stage.",0,0,0
13,"Very pleased with price and transaction overall, Thank you!!",1,1,1
290,"This isn't a ""book"" so don't expect to read it like a book. It's a play script but the way it's put on the pages gives you so much detail non the less. Makes one feel like they could be watching the play themselves. With that being said there were times I forgot it wasn't a ""book"". Great continuation. It won't be long til this becomes a movie (I hope)!",1,1,1
1782,"(While my Goodreads rating currently sits at 2/5 ""okay"" I don't feel it deserves 3/5 so I'm giving it the same amount of stars here)

I am thinking.

Where to begin?

Hmm... ""Harry Potter and the Cursed Child"" is the script to a play based on a story by J.K. Rowling. It begins during the epilogue of Book 7 so the gang is now all grown up and ready to pass the torch to the next generation. Therefore, while the old gang is featured throughout the play, the story focuses more around Albus Potter and Scorpius Malfoy, Harry and Draco's kids, respectively.

Let's get something out of the way first. I don't particularly mind this being a script to a play rather than a book. Would I prefer a book? Sure, absolutely, but my preference is usually the conversations between characters anyway. In that respect, I wasn't looking for lush descriptions of our surroundings or of how the characters are feeling, etc. My imagination and memory of this world will suffice.

Having said that, it doesn't bode well when only minutes into the script I find myself taking down notes instead of enjoying the story (something I've never done with any of the Harry Potter books). This is something that happened constantly throughout the earlier chapters of Cursed Child and I could hardly stop myself. Characters were acting in ways that made no sense, sometimes being spiteful just because to the point of they being downright unlikable. In short, they weren't acting like human beings should act, age notwithstanding. The source of the problem, as far as I can tell, is time.

Simply put, we don't know any of these characters, not even Harry, Ron, Hermione, et al. I mean, it's been almost twenty years since the Battle of Hogwarts and a lot has happened since then. The epilogue at the end of Book 7 works, for the most part, because it's short, and the characters appear to act as we remember them to. However, in Cursed Child we spend more time with them, and the more I read the less I connected with these characters. To further compound the problem, the events in Cursed Child develop over four (if I recall correctly) years but in the span of 300 pages (about the same length as Azkaban), whereas Harry had 1 book for each year. Consequently we're given glimpses into the lives of these characters and, in order to reinforce them, the script plays the ""tell, don't show"" card to an untenable degree, almost as if someone were shouting, ""DO YOU GET IT NOW?!""

I do get it, Cursed Child doesn't have enough room to breathe life into its characters and it suffers for it. It tries to redeem itself a bit as we approach the final acts but most of the damage has already been done by that point.

It's time I addressed the plot. Personally, I found it to be pretty absurd, unfortunately bordering (if not outright crossing into) fanfiction territory, a bad to average one. Very early on a character says something that made me think, ""This can be easily verified in our world. Wait, this character should know that!!!"" The catalyst that prompts Albus' and Scorpius' adventure is... I don't know, that somebody wrote it that way I suppose. A prophecy is put into play, a laughable one. A character is introduced, again, straight out of someone's fanfic I guess. The only thing remotely engaging about the plot is that it explores the question of ""what if?"" to varying degrees of success, placing familiar characters in unfamiliar circumstances. Unfortunately though, it is also one of its weaknesses as it really does come across as a remix of (some) of Harry Potter's greatest hits, as others have suggested. To top it all, the story's more engaging when it only features half of the dynamic duo (I'll let you guess which one. Hint: his name starts with Scorpius).

If the story had continued the way it started, I would've given it a 1/5 without a shadow of a doubt. However, it is salvaged by the fact that the characters start resembling human beings later on (though I still feel they dropped the ball here) and that the Malfoys, Scorpius in particular, do their best to slap some sense into the rest of the cast and get this story back on track. Thus, my rating stands at a 2-ish/5, it was okay-ish (barely scraping that 2). I fail to understand why this story even needed to be told.

Fortunately, I had the good sense of buying it on Kindle because, to be honest, I don't know if I want the hardcover standing next to my Harry Potter books. That privilege needs to be earned and ""Harry Potter and the Cursed Child"" has failed to earn it.

For those of you who want to be spoiled: goodreads.com/review/show/1720266623",0,0,0
184,👍🏽👍🏽👍🏽👍🏽👍🏽,0,0,0
702,"Sad.

- The plot line is subpar and not what you'd expect from JK Rowling
- Ron is a joke, a blubbering idiot and a joke. The whole thing was disrespectful to his character.
- Harry is awful at being a dad which is entirely unrealistic based on the 7 true Harry Potter books
- The play format didn't move me.
- You can't unread it (this is the worst part) if you are a true fan I urge you not to pick this up",0,0,0
3130,"The Harry Potter series of books (the seven ones in the main series and the three ""Hogwarts Library"" complimentary ones) are popular for a good reason.  They're not your ""flavor of the week"" fad and they're trend setters rather than followers. They're timeless, engaging, well written mystery novels that are far more interesting and smarter than the movie adaptations make them look (not that the movies are BAD, quite the opposite, but people who are only familiar with the series through them are certainly missing a lot).

Harry Potter and the Cursed Child, referred to as ""the eight story"" is none of that.  It's certainly not a book, since it's a play, so what we have here is a rehearsing script.  Now that's fine.  It's understandable, expected and I have no problem with it.  The problem is everything else.  Unlike the books, this story is derivative, predictable, self-indulgent and dumb.  It has many of the characters seen in the original books, but they're there in name only, since their personalities are certainly not the same.  Also long gone?  The smart writing, the nail-biting mystery, the sense of adventure and anything close to actual life-lessons, replaced with childish attempts that border on humorless parody.  This story is fanfiction, and it falls into its most notable pits, doing no effort to avoid them.

Let me give you an example.  Picture you and your significant other are shopping and you say: ""Hey, we should buy milk"", so she/he replies ""We can't do that, we have no milk!"".  Spot the lapse in logic there?  How you offer a solution to a problem and the other person replies by simply stating the problem which you're giving a solution to?  Note how preposterous that is, and how dumb it would be if you just accepted it?  Let me show you the example on the book:

Two guys and a girl are about to use a Time-Turner to travel back in time.  One of the guys proposes an idea:
GUY: ""... we're going back without any knowledge of whether we can travel back afterwards... maybe we should just - try going back an hour first, say, first and then...""
GIRL: ""I'm sorry, GUY, we have no time to waste.""

No time?  NO TIME?  You have a freaking Time-Turner RIGHT. THERE.  Time is what you have THE MOST of.  More than anyone else.  Heck, the entire idea he was giving you was to MAKE TIME.  Your response makes no sense!  And the fact that neither of the guys point it out is even worse.

Now this might sound like nitpicking, but this particular bit of dialogue showcases the main problem with this strictly plot-driven story: logic is set aside because the plot demands things happen.  Characters will go against their personalities because the plot demands things happen.  This is just one of the many aforementioned pits of fanfiction.  Here's a short list of others:

- The Mary Sue: this is a character that has no flaws, can't fail and always has the right thing to say to solve a situation.
- The Obvious Villain: this is the character that you will easily peg as the villain the moment they show up even though the story treats it like an unexpected twist when it's revealed.  A telling sign is that they're too eager to make the plot advance.
- The Derivative Callback: what's a writer to do when he wants to evoke the same feelings from a work someone else started without having any idea how to write well?  Simple, he just writes scenes that are similar to ones created by the original writer in hopes that the memories of the previous ones will be enough to give readers the same feeling.  In this particular case, this gets too on the nose when two guys and a girl use Polyjuice Potion to sneak into the Ministry of Magic to steal a trinket.  I wish I was kidding.
- The Manufactured Drama: this one's obvious.  Drama has to happen, so while two characters could talk like normal people instead they choose to either stay silent or break character just for it to occur, because the writer has no idea how to bring it naturally.
- The Forced Pathos: a writer wants the reader to feel sad, but he can't write compelling drama, so what does he do? Simple, he repeats sad scenes that the previous writer created.  The difference with The Derivative Callback is that these aren't just similar, they're literally the same scenes, step by step, shown either by flashback or time travel.
- The Superpowerful villain: a writer wants the stakes to feel higher, so what's he to do when he can't write compelling characters or situations?  Well, he gives the villain incredible powers, of course, whether these make sense in the story or not.  ""Oh, you thought the previous villain was powerful?  No, here's version 3.0, that old geezer has nothing on MY guy!  What's that?  That there's no precedent for this kind of power in this universe?  Blah, I don't understand those words, look at the fireworks!""
- The Ship: Sigh.  I, of course, mean ""ship"" not as a vessel, but as a verb, as in ""I'm going to pair these two characters together wheter it makes literally no sense or... wait, ESPECIALLY if it makes literally no sense"".  This is probably the most known one in fanfiction (so much that it has its own subcategory, called slash fiction), but it's especially painful here.  Once you read who's certain person's father you'll know instantly who the writer decided would be the mother, even though, again, it makes literally no sense.

Please understand that I gave this story a fair chance.  I was actually very excited for it, I preordered this book back in February.  I knew it wasn't written by J.K. Rowling, but I also knew she's not the only good writer in the world, so I gave this what I thought was a well-deserved opportunity.  Instead, I was ""rewarded"" with having to read what appears to be some blogger's Harry Potter, Back to the Future and It's a Wonderful Life's fanfictions all rolled-up into one.

Make no mistake, this is amateur writing at its worst.  I have nothing against fanfiction.  I've read some very, very good Harry Potter fanfiction in the past, but for the life of me I can't believe writing this poor ever got such a chance.  I absolutely don't recommend it, but if you HAVE to read it, then go prepared.  Adjust your expectations as low as possible and you might draw some enjoyment out of it.  But it will still never feel like the touted ""eight story"".",0,0,0
4309,"Some very mild spoilers...
11 year old me would probably not like this book but nearly 30 year old me is very pleased with the story. I genuinely don't get the complaints about the characters. I thought it was pretty great seeing them in a grown up and way more complex context. Harry's not perfect and he's not great at everything and he has emotional scars. Who wouldn't after what he went through?! I liked the plot, it was pretty cool revisiting some of the previous stories and I loved the alternate reality where Hermione was full on warrior resistance leader. As someone who has literally grown up with Harry Potter, as an adult fan this book is a success for me.",1,1,1
342,"There were many cursed children, immediately nullifying the title of a ""single"" cursed child. Right off the bat, my expectations of were not met. Secondly, since JK didn't actually write this book in its comprehensive form, the veracity of this branch of potter-history (forgive me for my terminology) remains unverified. For all intents and purposes, this is what we deem ""fan-friction"". Q.E.D.",0,0,0
3665,when i read this book i hated it so much. Its really stupid and has the components of every single book thts dumb. its based on some poop that they made in 2 seconds,0,0,0
2110,Perfect addition to our collection,1,1,1
93,"Nice book, too bad J.K. Rowling made it a play",1,1,1
3163,"I don't think J.K. Rowling wrote much of this play. It's awful. The dialogue between the characters is awkward and embarrassingly elementary. I re-read the whole series in anticipation for the release of this play. After finishing it,  I am very disappointed. I can't even think of any good thing to say about it.",0,0,0
2727,"Not like reading a book , no real story descriptions to put you into the characters or story. Just a manuscript for the play",0,0,0
3710,"This play was amazing. This took me back to elementary school when I first began reading the Harry Potter novels. Reading this play even wanted me to go back and re-read the Harry Potter series all over again.

This book picks up from the end; Harry and Ginny are married and Hermione and Ron are married. Both couples have kids and we get to learn of their different personalities. You get to meet Harry's son Albus Severus Potter and see the mess he bets himself into...while being introduced to a new and powerful person.

If you loved the original Harry Potter series, you'll love this book. I would love to see this play actually performed in London, but maybe in another life.",1,1,1
1294,"This is about as fulfilling as seeing the movies.  The story is interesting and I love the characters, but where are all the great words??  There is so much more story to be told, and I know the Potter world well enough to fill in the blanks.  Where the books were like drinking a rich cup of good coffee, this book is like having the drink pass by you on a tray being served at the next table. You know it could be good if only....",1,1,1
284,loved it. Please write more about the Potter bunch and their familiy.,1,1,1
3550,Harry Potter was a huge part of my childhood and now I get to be a part of the Wizarding World even more deeply,1,1,1
527,I don't know what you 1 star review people read but I think you guys read an entirely different book than I did. I can't wait for a movie if there's going to be one.,1,1,1
3817,An amazing book and my students love it.,1,1,1
4390,"A lot of ideas given to speculate, maybe to finish it in a next book, I hope. Assistance to the play, must be such an amazing experience!.",1,1,1
4503,"So, the script for J.K. Rowling’s play Harry Potter and the Cursed Child, billed as the eighth Potter story, was released on July 31st.  Naturally, I and the world and his dog rushed to pick up a copy.  Here are my thoughts.  I should point out that I have not seen the play, worse luck, and am going from the script alone.  Note that there will be total and complete spoilers, which I will hide after the cut.

First, the non spoilery section. There was a lot I loved about it, and some things that didn’t work nearly so well for me.  I loved that the same themes that pervaded the book series – love, friendship, family, loyalty – still form the core of Cursed Child.  It was wonderful seeing how Harry, Ron and Hermione coped with adult life and parenthood (being an adult myself, it was especially fascinating.). The new characters, Scorpius and Albus and their friendship are completely adorable – Scorpius really does get all the best lines.  And, naturally, it is simply wonderful to revisit the Wizarding World in any shape or form.  Rowling’s world is utterly breathtaking.  I really wish I could see how certain scenes played out on stage.

What I didn’t enjoy so much were certain plot points.  I didn’t feel they gelled too well with what we know about the Wizarding World and the characters in it.  Some character development points I didn’t feel worked too well in a play setting.  They might have worked better for me in novel format with more space to expand and develop them.  Also, while it’s not necessary to have devoured Pottermore, certain interactions do have much more meaning if you are aware of some of the character’s backstories.

All in all I enjoyed Cursed Child and gave it four stars out of five.",1,1,1
1059,The story was a littl slow in developing but was a great story.,1,1,1
1132,Disappointing. Clearly not Rowling's writing. Didn't like the script/play format.,0,0,0
1819,"Sorry, but no.  Wish I could return it and forget it.  I knew it was play format which is not pleasant and lossses a lot of the ""meat"" of the story but I was ready for that.  I was not ready for Harry to act so immaturely and lets face it, vindictive. That is not who he has ever been.  Hermione & Ron felt like filler, not the characters we love.  I wish JK Rowlings would just go back to this world and write full novels which are true to the characters personalities and heart.

Spoilers:
Like the Albus Scorpius friendship.  Voldemort had a child?  I always  read him as completely non sexual, like he would consider such things beneath him.  Also, he would not share a part of himself with someone else ( his DNA). I am having a hard time wrapping my head around him having a child",0,0,0
3667,Want to see this play so bad!,0,0,1
3591,"It's fanfiction, pure and simple.  And not even good fanfiction... It's beginner fanfiction.  Really missed the mark on this one.",0,0,0
3334,Another great book from JK Rowling.  Nice to have another chapter in the Harry Potter series!  Hope she continues to expand on this new direction!,1,1,1
4133,Loved it. Nice to be back in this world again. I hope she continues to update the story forever !,1,1,1
3086,"I wish I never read this book. This is not ""Harry Potter"". This is a book ""with a message"" (or several). All the magic of the previous books is gone. Names, lame dialogues, lame (!) characters and a lot of 'instilling the right values"" into the reader. Reread the previous 7 books in whatever order you like, just do not read this one.",0,0,0
