web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,helpful
"1584086572-3641","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","John Llera","Five Stars","Reviewed in the United States on October 18, 2016","Loved the changed character personalities, plot twists and pace of the story!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_365?ie=UTF8&filterByStar=positive&pageNumber=365&reviewerType=all_reviews","One person found this helpful"
"1584086055-1286","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","D. Holland","A play not a storyline","Reviewed in the United States on November 21, 2016","Like previous books on Harry Potter where it was written as a story.  This is written as a play.  This was the only thing that I found where I was disappointed in the book.  I did not get the full adventure of what was happening around the story line.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_129?ie=UTF8&filterByStar=positive&pageNumber=129&reviewerType=all_reviews","null"
"1584086828-4796","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","B. Rushforth","The storyline is good, but Potter predictable","Reviewed in the United States on August 14, 2016","This was a fairly fast read.  The storyline is good, but Potter predictable.  The writing ""feels"" more childish than the original book series.  But it is certainly work picking up and reading to keep along on the Harry Potter theme.  You'll like it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_480?ie=UTF8&filterByStar=positive&pageNumber=480&reviewerType=all_reviews","null"
"1584086667-4067","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Patty Strain","More Harry Potter.... What's not to love","Reviewed in the United States on August 1, 2016","I loved this because who doesn't want more HP regardless of the play script format I still really like it. I recommend reading it!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_407?ie=UTF8&filterByStar=positive&pageNumber=407&reviewerType=all_reviews","null"
"1584086441-3040","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","wordfiend","Grabbed your imagination from the first page","Reviewed in the United States on September 29, 2016","Reading it as a play flowed very well. I loved the premise and was glad to meet the next generation. Can't wait to see the play...","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_304?ie=UTF8&filterByStar=positive&pageNumber=304&reviewerType=all_reviews","null"
"1584085807-272","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","rpiersol33","For the Love of HP!","Reviewed in the United States on October 3, 2016","Needed this! Been way loooooooong since my last Harry Potter fix. People just need to realize that this is not a regular book/novel. It's a play script! Takes some getting use to, but after if you are a true HP lover this is the real deal! What a great premise for a play and will keep your attention to the end! Thanks J.K for bringing me back!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&filterByStar=positive&pageNumber=28&reviewerType=all_reviews","null"
"1584086004-1054","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Ondrej Zatopek","Nothing special","Reviewed in the United States on September 29, 2016","As a Harry Potter fan, I was looking forward to this book. I must say I was a bit dissapointed. Of course this is not a novel, rather a play for theathers (I want to see this in a theather). But anyway, I think the plot could have been better. There are many things left unsaid and I was done with it very quickly.
So it was interesting, nice reading but definitely not to be compared to original HP books.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_106?ie=UTF8&filterByStar=positive&pageNumber=106&reviewerType=all_reviews","null"
"1584086182-1862","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Holly P","Nice Addition","Reviewed in the United States on August 28, 2016","No spoilers: This is a nice addition to the HP collection. I am an avid HP fan and I still listen to 1-7 on audiobook on a regular basis. This book is in a different format, so it's a little difficult to get used to. Also, it's not difficult to tell that it was a collaboration. However, I feel that JK shed light on more of the HP world in the past and the present. I really didn't want this book to change my view of the older books, but it did in a good way. I think I'll have to read this again before I really know how I feel about it, but the fact that I liked it after one time through gives me hope. It was the same with Deathly Hallows, it took a couple of reads to really appreciate it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_187?ie=UTF8&filterByStar=positive&pageNumber=187&reviewerType=all_reviews","One person found this helpful"
"1584085939-788","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Gidzia","A+","Reviewed in the United States on November 8, 2018","Wonderful","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&filterByStar=positive&pageNumber=79&reviewerType=all_reviews","null"
"1584085860-466","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Michael Lancaster","Magic Again","Reviewed in the United States on October 4, 2016","Great story themed around manipulating time and the consequences. We all wish we could change some things...
JK should just continue with the next generation...do it for your loyal readers. You remember, the people who saw the magic in you.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=positive&pageNumber=47&reviewerType=all_reviews","null"
"1584086493-3290","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Greg","Reading a script is a bit different than a book","Reviewed in the United States on August 9, 2016","You have to give it time. Reading a script is a bit different than reading a novel. You don't really have the descriptive text that goes along with a novel. Reading a script, you have to use your imagination a bit more, because all you really have is dialogue. Once I got used to reading the script form, I began to enjoy the story much more. You might have to read it more than once to fully enjoy it, but it will be worth it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_329?ie=UTF8&filterByStar=positive&pageNumber=329&reviewerType=all_reviews","2 people found this helpful"
"1584086474-3193","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amazon Customer","LOVE LOVE LOVE this book","Reviewed in the United States on December 26, 2016","LOVE LOVE LOVE this book! I read it in one day! Very captivating and fun! I would recommend this book to anyone who loves the Harry Potter series!! :)","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_320?ie=UTF8&filterByStar=positive&pageNumber=320&reviewerType=all_reviews","null"
"1584086275-2282","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Holly","Five Stars","Reviewed in the United States on November 18, 2016","Great tribute to one of my fav books","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_229?ie=UTF8&filterByStar=positive&pageNumber=229&reviewerType=all_reviews","null"
"1584086526-3440","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amazon Customer","I loved it!","Reviewed in the United States on September 22, 2016","I loved it! It was so nice to be back in the wizarding world and get to know the next generation. I only wish there was more... Very well done, though!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_344?ie=UTF8&filterByStar=positive&pageNumber=344&reviewerType=all_reviews","null"
"1584086163-1784","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Mike","Four Stars","Reviewed in the United States on August 24, 2017","Eh!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_179?ie=UTF8&filterByStar=positive&pageNumber=179&reviewerType=all_reviews","null"
"1584085874-513","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","nanny","Not in novel form.","Reviewed in the United States on December 28, 2018","Bought for my granddaughter.  She loves Harry Potter and the script didn't disappoint.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&filterByStar=positive&pageNumber=52&reviewerType=all_reviews","null"
"1584086178-1844","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Mary Higginbotham","Cursed child","Reviewed in the United States on October 4, 2016","It was very good, but just not quite as good as the original because books.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_185?ie=UTF8&filterByStar=positive&pageNumber=185&reviewerType=all_reviews","null"
"1584086262-2224","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","5crazymonkeys","Good story.","Reviewed in the United States on October 3, 2016","Good story. Did like the ""play form "".","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&filterByStar=positive&pageNumber=223&reviewerType=all_reviews","null"
"1584085851-430","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Kindle Customer","Good job","Reviewed in the United States on December 23, 2018","Jkr has set the the potter world a light once again.  Would like to see the original cast.  Great writting","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&filterByStar=positive&pageNumber=43&reviewerType=all_reviews","null"
"1584085792-217","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Motek Fourtytwo","Better than fan fiction but not quite a JKR book","Reviewed in the United States on September 14, 2016","This looks big, but is a super fast read, since it's a play (the book is the script). It reads like good fan fiction more than a JK Rolling classic. A must-read for HP fans simply because it extends the story. It seemed like a nice romance between the 2 main boy characters, but then they nixed that and though in arbitrary girl crushes at the end to keep it heterosexual, which just seemed unnecessary.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=positive&pageNumber=22&reviewerType=all_reviews","null"
"1584086731-4355","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","ryan scheele","Five Stars","Reviewed in the United States on January 22, 2017","Absolutely amazing!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_436?ie=UTF8&filterByStar=positive&pageNumber=436&reviewerType=all_reviews","null"
"1584086472-3183","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Cathy Sanders","Intriguing storyline","Reviewed in the United States on September 14, 2016","Loved the script. Well written and intriguing storyline. Wasn't disappointed. Understood the difference between a script of a play and a novel.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_319?ie=UTF8&filterByStar=positive&pageNumber=319&reviewerType=all_reviews","null"
"1584086667-4068","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Dyandra Morris","J. K. Rowling has done it again! ...","Reviewed in the United States on August 2, 2017","J.K. Rowling has done it again!!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_407?ie=UTF8&filterByStar=positive&pageNumber=407&reviewerType=all_reviews","null"
"1584086581-3684","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","charles howlin","Five Stars","Reviewed in the United States on September 29, 2016","Its Harry Potter I love it I wish thy do more","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_369?ie=UTF8&filterByStar=positive&pageNumber=369&reviewerType=all_reviews","null"
"1584086622-3873","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Bay Quet","It is a FANTASTIC book! An absolute gem of literature.","Reviewed in the United States on January 4, 2017","It took me a while to buy this book, despite my love of Jo Rowling, due to all the UNBASED negative reviews.

It is a FANTASTIC book! So well written! Developed, complex, humorous and suspenseful. Full. An absolute gem of literature.

It's not the 7 books of Harry Potter - it's a screenplay so the characters don't come out as developed as before but it is still done as only Rowling can.

Definitely deserves 5 stars.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_388?ie=UTF8&filterByStar=positive&pageNumber=388&reviewerType=all_reviews","null"
"1584086108-1526","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","JancieJ","Good!","Reviewed in the United States on December 20, 2017","Arrived, just as described.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_153?ie=UTF8&filterByStar=positive&pageNumber=153&reviewerType=all_reviews","null"
"1584086144-1692","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","prekme","Worth the Wait","Reviewed in the United States on September 25, 2016","Reading a play is different than a novel, but still transported me to another world.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_170?ie=UTF8&filterByStar=positive&pageNumber=170&reviewerType=all_reviews","null"
"1584086557-3574","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","J. Hoover","Five Stars","Reviewed in the United States on October 9, 2016","Enjoyed it!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_358?ie=UTF8&filterByStar=positive&pageNumber=358&reviewerType=all_reviews","null"
"1584086336-2555","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amanda Robitaille","Don't let the first 2 acts fool you!","Reviewed in the United States on September 29, 2016","I didn't love it at first, but by Act 3, Scene 7, I was hooked! It was hard to get used to the different voice of the author and the format of the script, but it was truly a marvelous trip back into the wizaeding world!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_256?ie=UTF8&filterByStar=positive&pageNumber=256&reviewerType=all_reviews","null"
"1584086329-2525","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Mark Watkins","Inspiring","Reviewed in the United States on October 26, 2018","Inspiring as a father I can love honestly. What a great story and closure to a great and grand tale.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_253?ie=UTF8&filterByStar=positive&pageNumber=253&reviewerType=all_reviews","null"
"1584086217-2017","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Jessica","I couldn't put it down!","Reviewed in the United States on August 1, 2016","Loved reading this play. My only problem with it was that it was over too soon! Love the dialogue between Severus and Albus.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_202?ie=UTF8&filterByStar=positive&pageNumber=202&reviewerType=all_reviews","One person found this helpful"
"1584086428-2980","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Joshua Thompson","Good read!","Reviewed in the United States on September 22, 2016","I will admit, I wasn't to fond of learning that the book was going to be in version of a script. But I gotta say, it was one hell of play! Read it all in one night! I want to know if there will be other adventures to come with the younger ones!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_298?ie=UTF8&filterByStar=positive&pageNumber=298&reviewerType=all_reviews","null"
"1584086813-4729","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amazon Customer","Five Stars","Reviewed in the United States on September 1, 2016","Great!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_473?ie=UTF8&filterByStar=positive&pageNumber=473&reviewerType=all_reviews","null"
"1584086576-3665","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Lori R Weeks","Five Stars","Reviewed in the United States on December 5, 2016","great gift","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_367?ie=UTF8&filterByStar=positive&pageNumber=367&reviewerType=all_reviews","null"
"1584086629-3908","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Justasweethrt74","Five Stars","Reviewed in the United States on March 19, 2018","Great book","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_391?ie=UTF8&filterByStar=positive&pageNumber=391&reviewerType=all_reviews","null"
"1584086674-4093","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","April Martin","Everything I wanted it to be and more!","Reviewed in the United States on October 4, 2016","It was amazing! I laughed and I cried and then was sad it was over again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_410?ie=UTF8&filterByStar=positive&pageNumber=410&reviewerType=all_reviews","null"
"1584086709-4252","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Shari Klugman","Five Stars","Reviewed in the United States on September 10, 2016","Great book!!! I recommend it for every Harry Potter fan.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_426?ie=UTF8&filterByStar=positive&pageNumber=426&reviewerType=all_reviews","null"
"1584086262-2230","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Rides1bigbroom","would have enjoyed a novel much more","Reviewed in the United States on October 9, 2016","Th play format, would have enjoyed a novel much more","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&filterByStar=positive&pageNumber=223&reviewerType=all_reviews","null"
"1584086568-3626","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Guruprasad","Five Stars","Reviewed in the United States on May 28, 2018","My son liked this book very much and read full immediately","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_363?ie=UTF8&filterByStar=positive&pageNumber=363&reviewerType=all_reviews","null"
"1584086338-2562","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","K. Daniel","Potter rules","Reviewed in the United States on September 1, 2016","Loved it!! Hope there are more to come!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_257?ie=UTF8&filterByStar=positive&pageNumber=257&reviewerType=all_reviews","null"
"1584085752-60","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","N. Silvernail","Harry Potter's Son","Reviewed in the United States on November 19, 2019","Harry Potter's son, Albus Severus Potter is a troubled young man. He has made a good friend in Scorpius Malfoy, but rumors and heritage have long shadows.
The boys mean to set an old wrong to right, but they are playing with more fire than they know of.
Can their parents and the staff at Hogwarts save them from their own best intentions or will the Dark Lord rise once again?","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=positive&pageNumber=6&reviewerType=all_reviews","null"
"1584086411-2897","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Linda Sparks","it was a good read.","Reviewed in the United States on October 4, 2016","I am a Harry Potter fan and was thrilled to have something new to read.  It was typical Potter which is to say, it was a good read.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_290?ie=UTF8&filterByStar=positive&pageNumber=290&reviewerType=all_reviews","null"
"1584085970-920","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Tam","Written in play format","Reviewed in the United States on August 1, 2016","Was surprised it was a screen play format of writing. It made it a little harder to picture the story unfolding. Enjoyed the new characters as well as those I knew from the series.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_92?ie=UTF8&filterByStar=positive&pageNumber=92&reviewerType=all_reviews","null"
"1584086434-3002","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Stephanie Schlotter","Perfect","Reviewed in the United States on January 19, 2017","Came in great condition.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_301?ie=UTF8&filterByStar=positive&pageNumber=301&reviewerType=all_reviews","null"
