web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,helpful
"1584087658-6587","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Pam Johnson","Strange Twists","Reviewed in the United States on October 16, 2016","Not too impressed. Didn't like where it was going at first, but it got better.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_159?ie=UTF8&filterByStar=three_star&pageNumber=159&reviewerType=all_reviews","null"
"1584087441-5609","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","BooKnerd","It was like reading a really bad fanfiction book of Harry Potter","Reviewed in the United States on September 28, 2016","Completely overdone and not worth reading.  It was like reading a really bad fanfiction book of Harry Potter.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&filterByStar=three_star&pageNumber=61&reviewerType=all_reviews","null"
"1584087523-5983","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Mo mad","Three Stars","Reviewed in the United States on October 17, 2016","did not like the play format.  Did not compare to the previous books.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_99?ie=UTF8&filterByStar=three_star&pageNumber=99&reviewerType=all_reviews","One person found this helpful"
"1584087521-5972","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Ailbhe m","Story is good!","Reviewed in the United States on October 22, 2016","Great story but obviously a novel would be more enjoyable to read!! Reading a play is a very different experience!","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&filterByStar=three_star&pageNumber=98&reviewerType=all_reviews","null"
"1584087343-5186","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Cathexis","Since when does Star Trek Voyager serve as a template for Harry Potter stories?","Reviewed in the United States on August 1, 2016","There are two parts to this book.  The first part, which introduces us to Albus Potter and Scorpius Malfoy, is quite good.  The complicated relationship each boy has with their fathers, and their father's own rather tense relationships, make the friendship aspects between the two compelling and sweet.  Scorpius' crush on Rose is likewise adorable.  I liked this story about the burden of being the son of a legendary hero - and the son of a legendary villain.

Then halfway through the book, the two wind up jump-starting a time war between Voldemort and Harry Potter.  The various characters wind up having to try and use paradoxes as weapons, causality as a defense, that sort of thing.  I found that to be rather odd, because I generally do not associate Harry Potter with trying to copy from Star Trek Voyager or Star Trek Enterprise (the temporal mechanics for those shows actually works with HPCC).

So yes: interesting characters, bizarre execution.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=three_star&pageNumber=19&reviewerType=all_reviews","null"
"1584087554-6129","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Gloria Harcourt-Rigg","Three Stars","Reviewed in the United States on October 6, 2016","A very slow start, difficult to get interested","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_113?ie=UTF8&filterByStar=three_star&pageNumber=113&reviewerType=all_reviews","null"
"1584087404-5447","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","alex1030","this was a hard read due to that this is ...","Reviewed in the United States on January 6, 2017","this was a hard read due to that this is in a play format. it s book my daughter really wanted to read and just could get past the play format. so never finished it.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=three_star&pageNumber=45&reviewerType=all_reviews","null"
"1584087629-6455","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Z. Didem Ozucler","I wish this was a novel","Reviewed in the United States on August 3, 2016","I love Harry Potter's 7 books, everyone of them. I love harry, his world, everything. I keep re-reading the books

this book (?) is different, I can't seem to add it to the first books. it's written as a theatre script and after 20 pages you start to keep up but the problem is there is no feeling or deepness, I could not reach to the characters new or the old ones I loved dearly.
this was like written in a hurry or by someone else, not Rowlings

maybe it would be better if its written as a novel,because the storyline is good and that way we can feel and understand the struggles and emotions and  I missed the characters and magical world","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_146?ie=UTF8&filterByStar=three_star&pageNumber=146&reviewerType=all_reviews","One person found this helpful"
"1584087640-6502","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Amazon Customer","Spoilers","Reviewed in the United States on September 29, 2016","I have read every single one of the 7 harry potter books and I absoluey love them. I read them practically 3 times a year. The cursed child book had an intriguing plotine. I also think it had the potential to be a lot better.
  First off the idea that voldemort had a daughter with bellatrix lestrange is absurd. Also the the trolley witch? i mean what !!?? the book moved extremely fast an d jumped around a lot. 15 dollars was a lot to pay fir it even digital but I wanted to own it being the avid harry potter fan that i am.
  The book was slightly dispointing but it was an adventure in the harry potter world. If you lo e harry potter i would suggest you get this book. the reason why I rate 3 stars not 2 is because I am sure it was made better by the actors and the special effects . Anyways i hope you enjoy it!","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_151?ie=UTF8&filterByStar=three_star&pageNumber=151&reviewerType=all_reviews","null"
"1584087369-5298","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","sindygoer","Maybe watching it in person would be better. Most of it felt okay but there was ...","Reviewed in the United States on August 12, 2016","Not what I expected. Maybe watching it in person would be better. Most of it felt okay but there was one aspect of the writing where I started thinking it was more like a fan fiction than something JK Rowling wrote.

Stick to the original books

Also, I think Fantastic Beasts is going to be awesome","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&filterByStar=three_star&pageNumber=30&reviewerType=all_reviews","null"
"1584087652-6554","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","KMJ","Interesting follow up","Reviewed in the United States on April 5, 2017","I'm not a fan of the screenplay format but I'm even less a fan of movies so this is better than nothing.  Still, lacks the depth of the novels albeit entertaining.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_156?ie=UTF8&filterByStar=three_star&pageNumber=156&reviewerType=all_reviews","null"
"1584087491-5839","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Diana Cheruvil","Nice trip down memory lane","Reviewed in the United States on November 2, 2016","3.5. Liked the idea, def had some holes. Like, how in the world was Delphi hidden for so long, why is she coming out now? Would've been more interesting as a full novel but as a manuscript, left a bit to be desired. Enjoyed remembering the details from the books though.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&filterByStar=three_star&pageNumber=84&reviewerType=all_reviews","null"
"1584087527-6003","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","LOTRfanatic","Lower your expectations","Reviewed in the United States on November 21, 2016","Entertaining, but written like HP fanfiction rather than the complex stories that we are used to.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_101?ie=UTF8&filterByStar=three_star&pageNumber=101&reviewerType=all_reviews","null"
"1584087484-5806","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Valerie A. Schlafke","ok","Reviewed in the United States on January 11, 2017","weird screen play format","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_81?ie=UTF8&filterByStar=three_star&pageNumber=81&reviewerType=all_reviews","null"
"1584087304-5020","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Bonnie-Ann","Disappointing but good story","Reviewed in the United States on August 1, 2016","When I first heard the next installment would be a script, I raised an eyebrow. That is still my response.

The pros: Story is wonderful. The characters are well represented in personality and expected reactions. We've all waited years to find out what was next for the Wizarding World and what a post-Voldemort existence would mean for Harry, Hermione, Ron, Ginny and Draco. Their stories are told extremely well. Their children are equally well represented.

The cons: Really JK..... ?!?!?! You've had years and years. You couldn't have turned THIS story into a full novel to be released the day after the play opened?!?!?! The script is awkward in that it is so obviously written by a group. All of the details are hidden in stage directions and descriptions of what the reader might be seeing on stage. It is almost a ""lazy"" way to present the story.

I have read everything from Beowulf to Chaucer, Shakespeare to Capote, Tolkein to Rowling. I can easily read a stage book, but the story here is frequently lost within that format. My 10 year old daughter reads well and has been easily reading the original books this Summer (along with the Little House series), but this method of storytelling might be more difficult for her. The characters deserved more love from their creator.  And so did their fans, who have made J.K. Rowling so rich (there was no need for a $14.99 price either; $9.99 would have generated plenty of income).","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=three_star&pageNumber=2&reviewerType=all_reviews","2 people found this helpful"
"1584087649-6543","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","DJ","I'm glad I read it once but I'm not likely to ...","Reviewed in the United States on April 21, 2017","It was an interesting life's lesson type story.  I am a hugh fan of the original stories and I though this story was Okay.  I'm glad I read it once but I'm not likely to read it again.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_155?ie=UTF8&filterByStar=three_star&pageNumber=155&reviewerType=all_reviews","null"
"1584087478-5780","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Bita Eisenhut","More Fanfiction Than 8th Book","Reviewed in the United States on October 19, 2016","You can tell Rowling didn't write it, that she just provided the idea and guidance. Although it was passably enjoyable, and the script format was a fun twist, it felt like fan fiction. I would have preferred that the story ended with the Seventh book.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&filterByStar=three_star&pageNumber=78&reviewerType=all_reviews","null"
"1584087427-5543","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","JD","Worth the read - It was fun to imagine what could be done on a stage","Reviewed in the United States on March 17, 2018","Worth the read - It was fun to imagine what could be done on a stage. Makes for a fun night if you read it with friends and play the different roles!","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&filterByStar=three_star&pageNumber=55&reviewerType=all_reviews","null"
"1584087625-6438","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Trista Price","Disappointing...","Reviewed in the United States on August 1, 2016","While I love that we finally got a Harry Potter sequel, I was extremely disappointed in this book. The whole time travel storyline seemed like a cop out to give fans glimpses of dead characters. Completely unnecessary. Harry cries too much. Albus Potter is a brat, which was extremely irritating. The whole thing read like a poorly written fan fiction story. All together, I was unimpressed.
On the plus side, being a screenplay, it was an easy read and I finished it in a day.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_144?ie=UTF8&filterByStar=three_star&pageNumber=144&reviewerType=all_reviews","4 people found this helpful"
"1584087312-5050","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","CaliGirl","Not the Harry Potter I have grown to love - Interesting storyline but poorly executed - Limited character development.","Reviewed in the United States on August 6, 2016","I have to admit, I took a sneak peak at what people were saying before I purchased this product and so I kind of got the gist before I started reading.  While this ""book"" is far from what we have come to expect from J.K. Rowling and the Happy Potter world, it reads much more like fan fiction.  This script format would need a lot of work to get it to the big screen but overall the plot resembles the trails we have come to see.  It is just too bad that J.K. did not more of a hand in crafting this script.  Better luck next time!  Anxiously awaiting anything J.K. puts out to get this sad attempt out of my brain.  I had high hopes and was sadly disappointed but another Happy Potter wanna be! **TEARS**","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=three_star&pageNumber=5&reviewerType=all_reviews","2 people found this helpful"
"1584087484-5808","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","M. Fox","Three Stars","Reviewed in the United States on October 11, 2016","It was not what I expected as far as a J.K. Rowlings book...","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_81?ie=UTF8&filterByStar=three_star&pageNumber=81&reviewerType=all_reviews","null"
"1584087567-6179","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Saraiyah pierre","... with the book cover as I expected but otherwise good","Reviewed in the United States on September 3, 2016","It did not come with the book cover as I expected but otherwise good item","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_118?ie=UTF8&filterByStar=three_star&pageNumber=118&reviewerType=all_reviews","null"
"1584087463-5704","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Renna","Wish it would have been a novel... ...","Reviewed in the United States on November 19, 2016","Wish it would have been a novel....jumps years too fast....didn't mention a lot of key characters from the previous books....felt let down....","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&filterByStar=three_star&pageNumber=71&reviewerType=all_reviews","One person found this helpful"
"1584087457-5681","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Kindle Customer","Three Stars","Reviewed in the United States on October 5, 2016","Interesting but lacks the spirit of the series","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&filterByStar=three_star&pageNumber=68&reviewerType=all_reviews","One person found this helpful"
"1584087425-5535","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Flowem","Ummm","Reviewed in the United States on September 4, 2016","I wasn't sure what I expected, but I think I'd rather have seen the actual play.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_54?ie=UTF8&filterByStar=three_star&pageNumber=54&reviewerType=all_reviews","One person found this helpful"
"1584087614-6382","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Book Woman","Enjoyable -- If You're Not A Stickler for Details","Reviewed in the United States on August 2, 2016","If you’re a rabid Harry Potter fan who’s obsessive about the whole Harry Potter canon, you probably won’t like this new addition to the series. As for me -- I didn’t hate this story. But I didn’t love it in the same way I did the books in the original Harry Potter series.

I really enjoyed re-visiting the world and the characters that J.K. Rowling created in this play, which she has officially acknowledged on her Pottermore Website as being the eighth installment of the series. I liked seeing what kind of adults Harry, Ron, Hermione, and Draco grew to be, and I liked getting a glimpse of other beloved characters.

HOWEVER . . . (there’s always a however when it comes to sequels, right?)

There are two plot points that don’t quite reconcile with the Harry Potter universe that Ms. Rowling originally created, and which are holding me back from giving this story a higher rating.

SPOILERS AHEAD!

The time travel element in the story works totally differently from the way it did when Rowling first introduced it in the third book of the series. In The Prisoner of Azkaban, Harry and Hermione go back in time in order to fulfill a destiny they were already meant to have, not to completely change history. In this story, not only does the Time-Turner device itself work differently, but it also causes characters to create alternate universes in which other characters and the whole course of history are entirely altered in a “butterfly effect” way. This was a great way to create drama and tension in the plot, but since it wasn’t established that way in the initial series, it kept nagging at me the whole time I was reading it.

The other main plot device – a new character turning out to be the love-child of Voldemort and Bellatrix Lestrange – was not as hard for me to swallow, but only just. I could see Bellatrix having the hots for Voldemort – that was apparent in the original books – but it seems out of character for Voldemort. He gave the impression he wasn’t human enough to experience sexual desire. And how come Draco never knew about it, when he was living in Malfoy Manor the whole time this relationship was going on and when said love-child was even born there? Unless they used the “Muffliato” charm to drown out all the noise!

END OF SPOILERS

Also, since Harry Potter and the Cursed Child is a script and was meant to be experienced in a totally different medium, we don’t get all of the details and history that you would in a traditional novel, and which are necessary for complete character development. This also makes this installment not quite as good as the novels.

I consider plays (and movies) to be merely adaptations of the books they’re based on. That means I can overlook inconsistencies in them and still enjoy them. I can use “suspension of disbelief” to accept things that don’t quite jive – like the fact that Harry wears glasses when you would think that, as a wizard, he should be able to change his eyesight to perfect 20/20 vision. So I could still enjoy Harry Potter and the Cursed Child – if not love it.

But if you’re a stickler for details, you’re probably bound to be disappointed in it.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_139?ie=UTF8&filterByStar=three_star&pageNumber=139&reviewerType=all_reviews","null"
"1584087632-6462","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Tracy @ Cornerfolds","Just a lot of fan service, really","Reviewed in the United States on July 31, 2016","When it was first announced that the script for Harry Potter and the Cursed Child would be published as a book, I was really skeptical. Not only because I don't usually read scripts, but also because the script was not written by Rowling herself. (Rather, it was ""based on an original story"" by J.K. Rowling.) When it came right down to it, though, I knew I had to have a copy of the eight installment of Harry's story. So I grabbed my Ravenclaw robe and my wand and headed to the midnight release party. Over the next few hours I binge read all 320 pages and... well, now I have feelings.

This story picks up 19 years after Harry Potter and the Deathly Hallows, right at the same place as the original series' epilogue. Harry and Ginny are married with three children: James, Albus, and Lily. The Cursed Child is entirely about Albus, though. The other two are barely mentioned. Of course, Ron and Hermione are also married with children of their own. When this story begins, Albus and Rose, Ron and Hermione's daughter, are beginning their first year at Hogwarts. The nostalgia is back immediately upon reading this very familiar scene, but from there things advance at a breakneck speed.

There are several new characters in The Cursed Child, but the most important ones are Albus and Scorpius, Draco Malfoy's son, who become fast friends in much the same way as Harry, Ron, and Hermione did in The Sorcerer's Stone. I really enjoyed both these new characters and loved the relationship between the two of them! While Albus struggles with living up to the Potter name throughout this book, Scorpius has terrible rumors to contend with, and their similar trials bring the two unlikely friends closer together. One character I didn't much care for was Rose. I wonder if the writers were trying to throw back to how unlikable Hermione was in the first book when they wrote Rose's character, but she didn't work for me at all.

Old characters obviously have a huge part as well, but it seems as if all of them have become extreme versions of their original characters. For example, Ron is basically the comic relief of the play. There is actually a scene in which Ron, attempting to be threatening, holds his wand facing the wrong way toward a perceived enemy. Hermione is extremely logical, sometimes to the point of being rude. Then there's Harry, the overworked Ministry employee. I'll come right out and say it: I didn't like Harry in this play at all. He was uncharacteristically mean to pretty much everyone. I did love seeing Draco again, though!

I mentioned before that the plot itself moves extremely fast and that was another of my problems with this. I suspect it would work better as a play with more time between scenes, more time for characters to speak lines, etc. Unfortunately, this script is all a lot of us have and I feel that it should work just as well on paper since it's being sold for $30. Instead it felt like a lot of fan service and throwbacks to the original series crammed into a two part play.

Don't get me wrong, the nostalgia was there and it was a fun read at times! I liked getting to see the old gang back together and there were some fun surprises, but there were times I had a hard time accepting that this is canon. There were plot holes and inconsistencies and downright weird bits that seemed totally random. I can't say much about the plot without spoiling it and I definitely think that everyone should go in as spoiler free as I did.

One other thing I need to mention is the setting and there isn't much of it that's new. All the familiar places from the original series are revisited from Hogwarts to the Ministry of Magic to the Forbidden Forest. Obviously, there isn't much room for description in a script, but I had hoped for some new Wizarding World magic to be introduced instead of rehashing every location of the trio's old stomping grounds.

It's not that I hated The Cursed Child. In fact, I actually did enjoy most of my time reading it! But at the end of the day, I expected this to be so much more and, actually, so much less. There was too much crammed into such a short book and much of what was there just seemed like fan service. I am glad that I read it and do think that any Harry Potter fan should read it too, simply because J.K. Rowling signed off on it, but it is definitely not up to par with the previous seven books.

Actual rating: 2.5 stars","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_147?ie=UTF8&filterByStar=three_star&pageNumber=147&reviewerType=all_reviews","One person found this helpful"
"1584087552-6121","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Hannah West","Bittersweet","Reviewed in the United States on August 1, 2016","I've read the Harry Potter books at least twice a year since I was a child. I had very hopes for the continuation of the HP series that being said I was also completely aware that this was not a book but a play. The script was not at all what I expected and I love the attempt however, I don't believe that JK Rowling played a big part in writing the script. The plot was choppy and sometimes hard to follow lacking some sort of introduction to the new characters. I just feel like the script could've been so much better and after being so excited for this new script I was disappointed. However, I did love the friendship between Albus and Scorpius. I also enjoyed one of the plot twists it's one I never saw coming and I liked the ending between Harry and Albus. This script is worth reading but not the Harry Potter I grew up with.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_112?ie=UTF8&filterByStar=three_star&pageNumber=112&reviewerType=all_reviews","null"
"1584087323-5096","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Steffanie Mercier","Different... Insteresting... Not what I expected...","Reviewed in the United States on August 1, 2016","I was very excited to get a glimpse at how the story progressed after the epilogue in book 7, and fully understanding this book is a screenplay knowing it wouldn't read as a novel... I still feel a bit disappointed in this story.

It was interesting but I just felt like all the characters we knew were terribly out of cannon. I'm sure seeing the play live is magical but I'm just disappointed in the story. Not what I expected I suppose.

On the one hand I am grateful to have something to read from the harry potter universe again but it really did give off a sort of fanfic vibe, as in it didn't seem like this was real... like this isn't really what JKR would write if she were to write an 8th book.

Ah well. Still enjoyable for what it was. Mixed emotions. I'm am happy there was further redemption for Snape (my absolute favorite character) but I certainly missed his snarky wonderfulness. My beloved Snape, you live on in my heart in all your dry wit and ensnaring intellectual glory... always.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=three_star&pageNumber=10&reviewerType=all_reviews","null"
